Location,Price,Beds,Area
"G-15/1, G-15",3.6 Crore,5,8 Marla
"MPCHS - Multi Gardens, B-17",3.5 Crore,6,8 Marla
"G-11, Islamabad",3.5 Crore,4,4 Marla
"Gulshan-e-Sehat 1, E-18",1.44 Crore,3,7 Marla
"CBR Town Phase 1 - Block B, CBR Town Phase 1",5 Crore,6,10 Marla
"I-10, Islamabad",3 Crore,6,4.5 Marla
"DHA Valley - Oleander Sector, DHA Valley",1.3 Crore,3,8 Marla
"F-7, Islamabad",30 Crore,6,22.2 Kanal
"F-10, Islamabad",16 Crore,6,1 Kanal
"Chatha Bakhtawar, Islamabad",1.7 Crore,5,6.7 Marla
"I-9, Islamabad",3.5 Crore,4,6 Marla
"G-13, Islamabad",7.65 Crore,6,10 Marla
"DHA Defence Phase 2, DHA Defence",9.25 Crore,6,1 Kanal
"PHAF Officers Residencia, Kuri Road",8.5 Crore,7,1 Kanal
"Bani Gala, Islamabad",2 Crore,4,5 Marla
"Top City 1, Islamabad",4.5 Crore,5,10 Marla
"F-17, Islamabad",3 Crore,4,7 Marla
"Jinnah Gardens Phase 1, Jinnah Gardens",2.85 Crore,4,7 Marla
"F-10, Islamabad",16 Crore,5,1 Kanal
"Bani Gala, Islamabad",3.5 Crore,5,1 Kanal
"Bani Gala, Islamabad",3 Crore,3,1 Kanal
"Gulberg Greens - Executive Block, Gulberg Greens",95 Lakh,2,3 Marla
"Top City 1 - Block A, Top City 1",4.75 Crore,5,10 Marla
"Soan Garden - Block H, Soan Garden",4.1 Crore,6,10 Marla
"G-10, Islamabad",2.8 Crore,3,3 Marla
"Gulberg Residencia - Block L, Gulberg Residencia",5.25 Crore,7,11 Marla
"Jinnah Gardens Phase 1, Jinnah Gardens",3.18 Crore,5,8 Marla
"Thanda Pani, Islamabad",52 Lakh,2,3.3 Marla
"PWD Housing Society - Block C, PWD Housing Scheme",4.5 Crore,5,10 Marla
"I-14/3, I-14",1.6 Crore,4,3 Marla
"I-14/2, I-14",3 Crore,4,6 Marla
"Bani Gala, Islamabad",2.2 Crore,4,6 Marla
"G-10, Islamabad",4.8 Crore,4,5 Marla
"DHA Defence Phase 2, DHA Defence",7 Crore,4,11 Marla
"I-14/4, I-14",3.2 Crore,4,5 Marla
"Bahria Enclave - Sector C1, Bahria Enclave",5.2 Crore,5,10 Marla
"Jinnah Gardens Phase 1, Jinnah Gardens",4.7 Crore,4,12 Marla
"MPCHS - Block C1, MPCHS - Multi Gardens",1.9 Crore,3,5 Marla
"H-13, Islamabad",1.6 Crore,4,5 Marla
"G-13/4, G-13",3.1 Crore,4,4 Marla
"G-13/4, G-13",4.1 Crore,4,4.4 Marla
"G-13, Islamabad",4.1 Crore,4,4.4 Marla
"DHA Phase 2 - Sector H, DHA Defence Phase 2",11.5 Crore,5,1 Kanal
"H-13, Islamabad",1.75 Crore,3,5 Marla
"Jinnah Gardens, FECHS",2.45 Crore,4,7 Marla
"Prince Road, Bhara kahu",1.2 Crore,2,6 Marla
"F-11/3, F-11",26 Crore,8,1.3 Kanal
"D-12/1, D-12",5.1 Crore,3,4 Marla
"MPCHS - Block C1, MPCHS - Multi Gardens",2.2 Crore,4,5.5 Marla
"Lilly Sector - DHA Homes, DHA Valley - Lilly Sector",65 Lakh,2,5 Marla
"H-13, Islamabad",90 Lakh,2,2 Marla
"G-13/3, G-13",6.3 Crore,6,8 Marla
"E-11/4, E-11",14 Crore,6,1 Kanal
"MPCHS - Block B, MPCHS - Multi Gardens",7.8 Crore,8,1 Kanal
"Bani Gala, Islamabad",1.15 Crore,2,5 Marla
"DHA Defence Phase 2, DHA Defence",11.25 Crore,5,1.1 Kanal
"Bani Gala, Islamabad",2.3 Crore,4,5 Marla
"Jinnah Gardens Phase 1, Jinnah Gardens",3.5 Crore,5,8 Marla
"I-14, Islamabad",3.25 Crore,4,8 Marla
"Oleander Sector - DHA Homes, DHA Valley - Oleander Sector",75 Lakh,2,5 Marla
"Pakistan Town - Phase 1, Pakistan Town",2.2 Crore,2,6 Marla
"Pakistan Town - Phase 2, Pakistan Town",2.7 Crore,4,5 Marla
"DHA Phase 2 - Sector C, DHA Defence Phase 2",11 Crore,7,1 Kanal
"Khanna Pul, Islamabad",1 Crore,6,5 Marla
"Khanna Pul, Islamabad",1 Crore,3,5 Marla
"Khanna Pul, Islamabad",1.15 Crore,6,4 Marla
"Lehtarar Road, Islamabad",65 Lakh,3,4 Marla
"Khanna Pul, Islamabad",1.1 Crore,3,5 Marla
"F-7/1, F-7",36 Crore,7,1.3 Kanal
"F-7, Islamabad",30 Crore,7,1 Kanal
"F-7/1, F-7",35 Crore,6,1.3 Kanal
"G-6/3, G-6",19 Crore,6,1.1 Kanal
"F-7/3, F-7",30 Crore,6,1 Kanal
"Bani Gala, Islamabad",2.9 Crore,6,11 Marla
"Top City 1 - Block A, Top City 1",2.9 Crore,6,10 Marla
"DHA Defence Phase 2, DHA Defence",11 Crore,6,1 Kanal
"Bani Gala, Islamabad",1.45 Crore,4,6 Marla
"Bahria Enclave - Sector C1, Bahria Enclave",4.95 Crore,5,10 Marla
"Bahria Enclave - Sector C1, Bahria Enclave",6 Crore,6,10 Marla
"G-10/2, G-10",8.8 Crore,6,10 Marla
"G-10/3, G-10",8.5 Crore,3,9 Marla
"Shah Allah Ditta, Islamabad",52 Lakh,2,5.5 Marla
"Top City 1, Islamabad",7 Crore,7,1 Kanal
"DHA Phase 1 - Sector C, DHA Defence Phase 1",8.9 Crore,5,1 Kanal
"MPCHS - Block F, MPCHS - Multi Gardens",1.8 Crore,6,5.6 Marla
"MPCHS - Block B, MPCHS - Multi Gardens",7.8 Crore,6,1 Kanal
"G-13/1, G-13",2.95 Crore,4,4 Marla
"H-13, Islamabad",85 Lakh,4,3 Marla
"F-11, Islamabad",27 Crore,8,33.3 Kanal
"I-8/3, I-8",16.9 Crore,6,12 Marla
"Khanna Pul, Islamabad",1.05 Crore,3,5 Marla
"Khanna Pul, Islamabad",65 Lakh,3,3 Marla
"Bani Gala, Islamabad",1.15 Crore,2,5 Marla
"Khanna Pul, Islamabad",98 Lakh,3,5 Marla
"Khanna Pul, Islamabad",55 Lakh,4,2 Marla
"Khanna Pul, Islamabad",75 Lakh,3,4 Marla
"Khanna Pul, Islamabad",75 Lakh,6,3 Marla
"Khanna Pul, Islamabad",65 Lakh,3,4 Marla
"National Police Foundation O-9, Islamabad",1.96 Crore,4,5 Marla
"PWD Housing Society - Block C, PWD Housing Scheme",4.2 Crore,5,10 Marla
"E-11, Islamabad",3.5 Crore,7,6.8 Marla
"G-13, Islamabad",9 Crore,6,14 Marla
"Top City 1 - Block B, Top City 1",7.75 Crore,8,1 Kanal
"H-13, Islamabad",1.6 Crore,9,3 Marla
"D-17, Islamabad",4.2 Crore,5,9.3 Marla
"I-10/4, I-10",3 Crore,4,5 Marla
"I-10/2, I-10",3.7 Crore,4,6 Marla
"Bahria Enclave - Sector C1, Bahria Enclave",5.5 Crore,5,10 Marla
"MPCHS - Multi Gardens, B-17",3.2 Crore,4,7 Marla
"MPCHS - Multi Gardens, B-17",2.9 Crore,5,7 Marla
"E-16, Islamabad",99 Lakh,3,10 Marla
"Top City 1, Islamabad",4.5 Crore,5,10 Marla
"Lehtarar Road, Islamabad",65 Lakh,4,4 Marla
"Soan Garden, Islamabad",4.2 Crore,6,10 Marla
"Top City 1, Islamabad",4.9 Crore,5,10 Marla
"Bani Gala, Islamabad",16 Crore,6,3.1 Kanal
"University Town, Islamabad",1.85 Crore,4,6 Marla
"Ghauri Town Phase 5B, Ghauri Town",3.5 Crore,6,7 Marla
"G-6, Islamabad",6.55 Crore,5,9.8 Marla
"Top City 1, Islamabad",4.7 Crore,5,10 Marla
"Top City 1, Islamabad",4.3 Crore,5,10 Marla
"Top City 1, Islamabad",4.25 Crore,5,10 Marla
"DHA Defence Phase 2, DHA Defence",9.5 Crore,6,1 Kanal
"F-7/1, F-7",41 Crore,6,1.3 Kanal
"F-7/3, F-7",60 Crore,8,2.5 Kanal
"F-7, Islamabad",26.5 Crore,6,1 Kanal
"G-16, Islamabad",3.85 Crore,5,8 Marla
"Jinnah Gardens Phase 1, Jinnah Gardens",1.87 Crore,2,7 Marla
"Bani Gala, Islamabad",3.5 Crore,4,1 Kanal
"Bani Gala, Islamabad",2.35 Crore,4,6 Marla
"National Police Foundation O-9 - Block C, National Police Foundation O-9",4.45 Crore,4,10 Marla
"H-13, Islamabad",1.6 Crore,5,7 Marla
"I-11, Islamabad",5 Crore,7,6 Marla
"F-8, Islamabad",28 Crore,5,1 Kanal
"Shaheen Town Phase 2, Shaheen Town",3.1 Crore,6,7 Marla
"Lehtarar Road, Islamabad",85 Lakh,3,4 Marla
"I-11, Islamabad",2.95 Crore,5,4 Marla
"Soan Garden - Block E, Soan Garden",6 Crore,6,1 Kanal
"Pakistan Town - Phase 1, Pakistan Town",2.6 Crore,4,5 Marla
"F-10, Islamabad",15 Crore,6,1 Kanal
"Faisal Town - F-18, Islamabad",3 Crore,5,8 Marla
"I-14, Islamabad",2.5 Crore,5,5 Marla
"D-17, Islamabad",5 Crore,6,10.9 Marla
"D-12, Islamabad",4.35 Crore,3,4 Marla
"Lehtarar Road, Islamabad",60 Lakh,3,3 Marla
"Lehtarar Road, Islamabad",85 Lakh,2,4 Marla
"Top City 1 - Block A, Top City 1",3.95 Crore,7,10.1 Marla
"E-7, Islamabad",85 Crore,6,2.1 Kanal
"G-13, Islamabad",3.35 Crore,4,4 Marla
"Ghauri Town, Islamabad",1.8 Crore,6,5 Marla
"G-10/3, G-10",11 Crore,3,12 Marla
"Bani Gala, Islamabad",1.45 Crore,4,6 Marla
"Bhara kahu, Islamabad",2.2 Crore,6,4 Marla
"Bhara kahu, Islamabad",1.35 Crore,3,5 Marla
"Bhara kahu, Islamabad",1.1 Crore,6,2 Marla
"I-14, Islamabad",2.48 Crore,5,5.6 Marla
"G-14, Islamabad",7.25 Crore,6,7 Marla
"I-14, Islamabad",2.8 Crore,5,5 Marla
"Khanna Pul, Islamabad",65 Lakh,3,4 Marla
"Khanna Pul, Islamabad",80 Lakh,3,4 Marla
"Khanna Pul, Islamabad",98 Lakh,4,5 Marla
"Khanna Pul, Islamabad",75 Lakh,5,3 Marla
"Khanna Pul, Islamabad",50 Lakh,3,3 Marla
"Khanna Pul, Islamabad",50 Lakh,3,3 Marla
"Khanna Pul, Islamabad",55 Lakh,3,3 Marla
"Khanna Pul, Islamabad",52 Lakh,4,2 Marla
"I-14/3, I-14",2.55 Crore,3,5 Marla
"B-17, Islamabad",5.25 Crore,6,10 Marla
"Bahria Enclave - Sector H, Bahria Enclave",2.7 Crore,4,5 Marla
"DHA Phase 2 - Sector E, DHA Defence Phase 2",13 Crore,9,1 Kanal
"Bahria Town, Islamabad",3.05 Crore,5,7 Marla
"DHA Valley, DHA Defence",1.45 Crore,3,8 Marla
"Bahria Enclave - Sector A, Bahria Enclave",6 Crore,7,10 Marla
"I-14/1, I-14",2.6 Crore,5,5 Marla
"Jinnah Gardens Phase 1, Jinnah Gardens",2.75 Crore,5,7 Marla
"Soan Garden, Islamabad",4.15 Crore,9,10 Marla
"Bhara kahu, Islamabad",2.5 Crore,9,5.5 Marla
"Bani Gala, Islamabad",2.3 Crore,3,10 Marla
"E-11/4, E-11",9 Crore,8,10 Marla
"G-13, Islamabad",9.25 Crore,6,7 Marla
"G-13, Islamabad",5.6 Crore,4,7 Marla
"G-13, Islamabad",8.75 Crore,6,7 Marla
"F-10, Islamabad",28.5 Crore,9,2 Kanal
"Mumtaz City, Islamabad",1.7 Crore,4,5 Marla
"F-10/3, F-10",16 Crore,5,1.1 Kanal
"F-8/3, F-8",45 Crore,5,2 Kanal
"F-8/2, F-8",65 Crore,7,4 Kanal
"G-13/1, G-13",8.7 Crore,6,10.7 Marla
"F-6/3, F-6",1.95 Arab,6,4.8 Kanal
"I-8/3, I-8",11 Crore,6,12 Marla
"Ghauri Town Phase 5, Ghauri Town",1.3 Crore,4,4 Marla
"DHA Defence Phase 2, DHA Defence",9.75 Crore,6,1 Kanal
"G-13/4, G-13",9.9 Crore,6,14 Marla
"I-10/1, I-10",2.4 Crore,4,4.4 Marla
"DHA Defence Phase 2, DHA Defence",11.5 Crore,5,1 Kanal
"DHA Defence Phase 2, DHA Defence",10.9 Crore,5,1 Kanal
"DHA Defence Phase 2, DHA Defence",10.5 Crore,6,1 Kanal
"DHA Defence Phase 2, DHA Defence",10.9 Crore,5,1 Kanal
"DHA Defence Phase 2, DHA Defence",8.9 Crore,6,1 Kanal
"DHA Defence Phase 2, DHA Defence",10.25 Crore,5,1 Kanal
"MPCHS - Block C1, MPCHS - Multi Gardens",3.5 Crore,6,10 Marla
"Bahria Enclave - Sector C1, Bahria Enclave",4.85 Crore,5,10 Marla
"Mumtaz City, Islamabad",3.68 Crore,5,8 Marla
"F-10, Islamabad",20 Crore,8,1 Kanal
"F-10/4, F-10",14 Crore,4,1 Kanal
"G-9/3, G-9",14 Crore,6,16 Marla
"F-11/1, F-11",16 Crore,6,1 Kanal
"F-11/3, F-11",19.5 Crore,6,1 Kanal
"Top City 1, Islamabad",3.62 Crore,5,10 Marla
"E-11, Islamabad",13.25 Crore,5,1 Kanal
"G-6, Islamabad",75 Crore,5,4.3 Kanal
"University Town - Block A, University Town",1.6 Crore,4,5 Marla
"Constitution Avenue, Islamabad",9.85 Crore,3,7.6 Marla
"H-13, Islamabad",1.24 Crore,3,5 Marla
"Bani Gala, Islamabad",4.75 Crore,5,10 Marla
"G-13, Islamabad",4 Crore,4,4.4 Marla
"DHA Defence Phase 2, DHA Defence",8.8 Crore,6,1 Kanal
"Bahria Enclave - Sector C1, Bahria Enclave",5.15 Crore,5,10 Marla
"DHA Defence Phase 5, DHA Defence",23 Crore,6,1.7 Kanal
"I-14/4, I-14",2.25 Crore,5,5 Marla
"G-10, Islamabad",8.5 Crore,7,10 Marla
"Tele Garden (T&T ECHS), F-17",2.5 Crore,6,8 Marla
"E-7, Islamabad",1.25 Arab,5,2.7 Kanal
"Gulberg Residencia - Block F, Gulberg Residencia",4.4 Crore,6,7 Marla
"Soan Garden, Islamabad",3.75 Crore,6,10 Marla
"I-10, Islamabad",5.5 Crore,6,6.7 Marla
"MPCHS - Multi Gardens, B-17",1.99 Crore,4,5 Marla
"MPCHS - Multi Gardens, B-17",1.8 Crore,4,5 Marla
"MPCHS - Multi Gardens, B-17",2.65 Crore,4,8 Marla
"MPCHS - Multi Gardens, B-17",2.46 Crore,4,8 Marla
"MPCHS - Multi Gardens, B-17",2.56 Crore,4,8 Marla
"MPCHS - Multi Gardens, B-17",2.57 Crore,6,10 Marla
"Eighteen, Kashmir Highway",25 Crore,5,2 Kanal
"Park Enclave 1, Park Enclave",12 Crore,6,1 Kanal
"G-9/4, G-9",5.65 Crore,5,6.7 Marla
"G-8/2, G-8",4.8 Crore,5,5.6 Marla
"G-9/1, G-9",8.75 Crore,4,14.2 Marla
"G-9/4, G-9",7.35 Crore,6,10.9 Marla
"G-9/4, G-9",4.9 Crore,4,6.7 Marla
"G-9/1, G-9",13.35 Crore,6,14.2 Marla
"G-9, Islamabad",8.9 Crore,6,14.2 Marla
"G-9, Islamabad",9.4 Crore,5,14.2 Marla
"G-11, Islamabad",17 Crore,7,1 Kanal
"G-10, Islamabad",10.5 Crore,5,14.2 Marla
"Top City 1, Islamabad",5 Crore,7,1 Kanal
"Mumtaz City, Islamabad",2.6 Crore,4,6.7 Marla
"CBR Town Phase 1 - Block C, CBR Town Phase 1",2.8 Crore,5,8 Marla
"Korang Town, Islamabad",2.5 Crore,4,6.7 Marla
"DHA Defence Phase 2, DHA Defence",9.15 Crore,5,1 Kanal
"DHA Phase 1 - Sector F, DHA Defence Phase 1",4.5 Crore,4,12 Marla
"F-8/3, F-8",34 Crore,6,1.6 Kanal
"MPCHS - Multi Gardens, B-17",7 Crore,7,1 Kanal
"Top City 1, Islamabad",2.8 Crore,5,10 Marla
"Gulberg Residencia - Block F, Gulberg Residencia",4.5 Crore,7,7 Marla
"MPCHS - Block E, MPCHS - Multi Gardens",3.2 Crore,4,10.9 Marla
"MPCHS - Block B, MPCHS - Multi Gardens",6.5 Crore,6,14 Marla
"F-11/3, F-11",9 Crore,4,10 Marla
"F-11/3, F-11",25 Crore,7,1.3 Kanal
"F-7/2, F-7",56 Crore,4,2 Kanal
"F-8/3, F-8",35 Crore,6,1.6 Kanal
"G-6/4, G-6",23 Crore,5,1.3 Kanal
"F-7, Islamabad",28 Crore,5,1 Kanal
"F-7, Islamabad",40 Crore,8,1.3 Kanal
"F-7/4, F-7",53 Crore,5,2 Kanal
"G-6/4, G-6",16.5 Crore,5,1.1 Kanal
"F-8/2, F-8",25 Crore,5,1.2 Kanal
"F-6/4, F-6",35 Crore,5,1.8 Kanal
"F-7, Islamabad",58 Crore,5,2.5 Kanal
"F-7, Islamabad",38 Crore,4,2 Kanal
"F-7/1, F-7",40 Crore,4,1.9 Kanal
"F-7, Islamabad",30 Crore,5,1 Kanal
"G-6/4, G-6",46 Crore,5,3 Kanal
"E-7, Islamabad",43 Crore,5,1.6 Kanal
"F-7/1, F-7",77 Crore,4,4 Kanal
"Margalla View Housing Society, D-17",1.15 Crore,4,3.5 Marla
"F-10/3, F-10",4.3 Crore,5,3.6 Marla
"Faisal Town - F-18, Islamabad",2.8 Crore,4,8 Marla
"DHA Phase 1 - Sector B, DHA Defence Phase 1",6.85 Crore,8,1 Kanal
"I-10, Islamabad",3.25 Crore,4,6 Marla
"H-13, Islamabad",1.42 Crore,2,5 Marla
"Top City 1 - Block D, Top City 1",3.9 Crore,4,10 Marla
"F-17, Islamabad",2.9 Crore,5,8 Marla
"F-8, Islamabad",22 Crore,6,1 Kanal
"I-8/3, I-8",13 Crore,6,12 Marla
"I-8/3, I-8",12.5 Crore,6,12 Marla
"I-8/3, I-8",12 Crore,6,12 Marla
"F-6/1, F-6",35 Crore,5,19.5 Marla
"F-6/2, F-6",32 Crore,7,1 Kanal
"F-6/2, F-6",75 Crore,6,2.4 Kanal
"F-6, Islamabad",38 Crore,5,1.3 Kanal
"F-6/3, F-6",1.25 Arab,6,3.8 Kanal
"F-6, Islamabad",40 Crore,6,1.9 Kanal
"F-6, Islamabad",32 Crore,4,1.9 Kanal
"F-15/1, F-15",4.5 Crore,6,10 Marla
"Faisal Town - F-18, Islamabad",2.9 Crore,4,8 Marla
"I-8, Islamabad",11.5 Crore,6,12 Marla
"Royal Homes, Lehtarar Road",2.5 Crore,4,9 Marla
"Taramrri, Islamabad",1.15 Crore,6,5 Marla
"Ali Pur, Islamabad",65 Lakh,2,4 Marla
"Tarlai, Islamabad",1.6 Crore,5,6 Marla
"Taramrri, Islamabad",85 Lakh,2,3.5 Marla
"G-11, Islamabad",3.25 Crore,4,4.5 Marla
"G-13, Islamabad",6 Crore,5,8 Marla
"D-17, Islamabad",5.5 Crore,6,1 Kanal
"Bahria Enclave - Sector B1, Bahria Enclave",2.6 Crore,3,5 Marla
"G-11/2, G-11",8.5 Crore,7,14 Marla
"Emaar Canyon Views, Islamabad",7.75 Crore,5,1.4 Kanal
"G-13, Islamabad",3.9 Crore,4,4.5 Marla
"Royal City, Islamabad",1.3 Crore,4,5 Marla
"G-13, Islamabad",9.5 Crore,5,10.5 Marla
"Gulshan-e-Sehat 1, E-18",1.56 Crore,4,7 Marla
"F-7, Islamabad",30 Crore,7,2.1 Kanal
"F-11, Islamabad",16 Crore,7,1 Kanal
"I-14, Islamabad",2.6 Crore,3,7 Marla
"G-16, Islamabad",4 Crore,5,8 Marla
"Park View City, Islamabad",2 Crore,4,5 Marla
"MPCHS - Multi Gardens, B-17",3.2 Crore,4,8 Marla
"Bahria Enclave - Sector H, Bahria Enclave",2.5 Crore,3,5 Marla
"F-11, Islamabad",16 Crore,8,1 Kanal
"Bahria Enclave - Sector N, Bahria Enclave",2.5 Crore,3,5 Marla
"Bahria Enclave, Bahria Town",2.25 Crore,3,5 Marla
"G-13, Islamabad",3.8 Crore,4,4.5 Marla
"Gulshan-e-Sehat 1, E-18",1.45 Crore,6,5 Marla
"Pakistan Town - Phase 1, Pakistan Town",4.5 Crore,6,10 Marla
"DHA Homes, DHA Valley",67 Lakh,2,5 Marla
"Bahria Enclave, Bahria Town",3.15 Crore,5,8 Marla
"Bahria Enclave - Sector C1, Bahria Enclave",5.25 Crore,5,10 Marla
"G-11, Islamabad",5.5 Crore,5,5 Marla
"Pakistan Town - Phase 1, Pakistan Town",2.1 Crore,4,5 Marla
"DHA Defence Phase 2, DHA Defence",9.75 Crore,5,1 Kanal
"G-15, Islamabad",5.15 Crore,6,12 Marla
"I-14, Islamabad",2.4 Crore,4,5 Marla
"I-8, Islamabad",10.2 Crore,2,12 Marla
"Top City 1, Islamabad",4.7 Crore,6,1 Kanal
"Oleander Sector - DHA Homes, DHA Valley - Oleander Sector",1.49 Crore,3,8 Marla
"Lehtarar Road, Islamabad",32 Lakh,3,1 Marla
"Lehtarar Road, Islamabad",50 Lakh,2,3 Marla
"H-13, Islamabad",1.25 Crore,3,5 Marla
"G-9/3, G-9",7.45 Crore,4,10.9 Marla
"Bahria Enclave - Sector M, Bahria Enclave",4.45 Crore,5,10 Marla
"Eighteen, Kashmir Highway",6 Crore,5,13 Marla
"I-14/1, I-14",6 Crore,7,9 Marla
"Eighteen, Kashmir Highway",6.45 Crore,5,16 Marla
"Bahria Enclave - Sector C2, Bahria Enclave",5.2 Crore,5,10 Marla
"Bahria Enclave - Sector N, Bahria Enclave",2.2 Crore,3,5 Marla
"Bahria Enclave - Sector M, Bahria Enclave",4.45 Crore,5,10 Marla
"Bahria Enclave - Sector C2, Bahria Enclave",4.75 Crore,5,10 Marla
"Bahria Enclave - Sector N, Bahria Enclave",2.4 Crore,3,5 Marla
"Jinnah Gardens Phase 1, Jinnah Gardens",1.88 Crore,2,7 Marla
"DHA Defence Phase 2, DHA Defence",6.6 Crore,5,1 Kanal
"Mumtaz City, Islamabad",2.9 Crore,5,8 Marla
"MPCHS - Block F, MPCHS - Multi Gardens",2 Crore,4,5 Marla
"I-11, Islamabad",4.9 Crore,7,6 Marla
"F-7/1, F-7",71.5 Crore,6,4 Kanal
"Bani Gala, Islamabad",3.5 Crore,4,10 Marla
"G-10/4, G-10",3.75 Crore,4,5 Marla
"DHA Phase 5 - Sector F, DHA Defence Phase 5",3.3 Crore,4,5 Marla
"I-8/4, I-8",12 Crore,6,14.3 Marla
"I-8/4, I-8",11.5 Crore,6,15 Marla
"I-10, Islamabad",4 Crore,4,6 Marla
"I-8/3, I-8",13 Crore,8,12 Marla
"Bahria Enclave - Sector N, Bahria Enclave",2.1 Crore,4,5 Marla
"CBR Town, Islamabad",6.3 Crore,10,12 Marla
"DHA Defence Phase 1, DHA Defence",7.8 Crore,6,1 Kanal
"F-8, Islamabad",30 Crore,6,1 Kanal
"I-10/4, I-10",3.7 Crore,5,6 Marla
"G-14/4, G-14",6.2 Crore,6,8 Marla
"Rawalpindi Housing Society, C-18",3.6 Crore,6,1 Kanal
"Top City 1, Islamabad",4.35 Crore,4,10 Marla
"F-7, Islamabad",55 Crore,7,2.5 Kanal
"G-10, Islamabad",8.8 Crore,5,10 Marla
"G-13, Islamabad",8.2 Crore,6,10 Marla
"F-11/3, F-11",9.5 Crore,4,10 Marla
"F-6/3, F-6",38.65 Crore,6,1.3 Kanal
"F-10/2, F-10",18 Crore,6,1.1 Kanal
"F-10/2, F-10",18 Crore,6,1.1 Kanal
"F-8/3, F-8",34 Crore,7,1.6 Kanal
"F-10, Islamabad",16.5 Crore,6,20 Kanal
"Emaar Canyon Views, Islamabad",3.5 Crore,3,13 Marla
"Bahria Enclave - Sector C1, Bahria Enclave",5.35 Crore,5,10 Marla
"F-7/3, F-7",62 Crore,5,2.5 Kanal
"F-7, Islamabad",30 Crore,6,1.3 Kanal
"F-7/3, F-7",1.15 Arab,5,4 Kanal
"F-6/3, F-6",65 Crore,5,2.3 Kanal
"F-6/3, F-6",80 Crore,8,2 Kanal
"G-6/4, G-6",22 Crore,5,1.3 Kanal
"Lilly Sector - DHA Homes, DHA Valley - Lilly Sector",1.45 Crore,3,8 Marla
"MPCHS - Block E, MPCHS - Multi Gardens",3.2 Crore,4,8 Marla
"Bahria Enclave - Sector C1, Bahria Enclave",5.19 Crore,5,10 Marla
"E-11/4, E-11",20 Crore,6,1 Kanal
"Rawalpindi Housing Society, C-18",47 Lakh,3,5.3 Marla
"G-7, Islamabad",4.55 Crore,4,5 Marla
"G-7, Islamabad",3.85 Crore,4,5.6 Marla
"I-10/2, I-10",4.6 Crore,7,6 Marla
"Faisal Margalla City, B-17",1.8 Crore,6,5 Marla
"H-13, Islamabad",1.2 Crore,4,4 Marla
"G-13, Islamabad",3.9 Crore,4,4 Marla
"H-13, Islamabad",97 Lakh,4,4 Marla
"G-14/4, G-14",12 Crore,6,12 Marla
"G-13, Islamabad",5.15 Crore,6,7 Marla
"G-13, Islamabad",6.5 Crore,6,7 Marla
"E-16/2, E-16",2.45 Crore,8,1 Kanal
"E-16/3, E-16",2.3 Crore,5,7 Marla
"E-16/3, E-16",2.9 Crore,6,9 Marla
"Korang Town, Islamabad",41 Lakh,1,1.7 Marla
"G-11, Islamabad",6.5 Crore,5,7.5 Marla
"DHA Defence Phase 5, DHA Defence",3.15 Crore,3,5 Marla
"I-10/4, I-10",3.3 Crore,4,6 Marla
"University Town, Islamabad",1.15 Crore,4,9 Marla
"University Town - Block C, University Town",1.5 Crore,5,9 Marla
"Ghauri Town, Islamabad",1.1 Crore,2,4 Marla
"Ghauri Town Phase 2 Extension, Ghauri Town",1.1 Crore,2,4 Marla
"F-11/4, F-11",17 Crore,6,1 Kanal
"E-11, Islamabad",15.5 Crore,9,1 Kanal
"I-10/2, I-10",3.5 Crore,4,6 Marla
"I-10/4, I-10",4.7 Crore,5,5.6 Marla
"F-11/2, F-11",16 Crore,6,1 Kanal
"I-8/3, I-8",11.25 Crore,8,12.4 Marla
"Emaar Canyon Views, Islamabad",6.75 Crore,5,1.3 Kanal
"F-7, Islamabad",28 Crore,6,1 Kanal
"G-13/1, G-13",2.73 Crore,4,4 Marla
"I-10/2, I-10",2.9 Crore,4,6 Marla
"Chatha Bakhtawar, Islamabad",1.5 Crore,4,5 Marla
"Bhara kahu, Islamabad",80 Lakh,2,4 Marla
"G-6/2, G-6",8.75 Crore,4,10 Marla
"D-17, Islamabad",3 Crore,4,9.3 Marla
"F-8, Islamabad",20 Crore,5,1.1 Kanal
"Bani Gala, Islamabad",65 Crore,11,4.7 Kanal
"H-13, Islamabad",1.5 Crore,3,5 Marla
"G-13/1, G-13",9.25 Crore,6,10.9 Marla
"Mumtaz City - Chanab Block, Mumtaz City",1.85 Crore,5,5 Marla
"F-11/3, F-11",25 Crore,7,1.3 Kanal
"Top City 1, Islamabad",9.5 Crore,7,1 Kanal
"G-11/3, G-11",3.1 Crore,4,3.6 Marla
"Bahria Enclave - Sector B1, Bahria Enclave",2.6 Crore,3,5 Marla
"E-11, Islamabad",20 Crore,9,1 Kanal
"E-11/3, E-11",11 Crore,6,1 Kanal
"DHA Defence Phase 2, DHA Defence",4.15 Crore,4,5.6 Marla
"H-13, Islamabad",1.6 Crore,4,5 Marla
"B-17, Islamabad",2 Crore,4,5 Marla
"DHA Phase 2 - Sector A, DHA Defence Phase 2",8.75 Crore,9,1 Kanal
"G-13/2, G-13",16.5 Crore,7,1 Kanal
"G-9/4, G-9",9.5 Crore,6,14.2 Marla
"G-11, Islamabad",4.5 Crore,5,5 Marla
"G-11, Islamabad",3.5 Crore,4,4 Marla
"G-11/2, G-11",4.5 Crore,5,4.4 Marla
"Gulberg Residencia - Block L, Gulberg Residencia",3.5 Crore,5,7 Marla
